Products,Products,Products,,,,Products
Name,Description,Category,GST,Rent,Purchase Price,Qty
MOH-10,Green/Red line,Mohiniyattam,5,630.00,3000.00,1
MOH-9,Green/Red line,Mohiniyattam,5,630.00,3000.00,1
MOH-8,Majenta,Mohiniyattam,5,580.00,3000.00,1
MOH-7,Majenta,Mohiniyattam,5,580.00,3000.00,1
MOH-6,Light kasavu,Mohiniyattam,5,630.00,3000.00,1
MOH-5,Light kasavu,Mohiniyattam,5,630.00,3000.00,1
MOH-4,Light kasavu,Mohiniyattam,5,630.00,3000.00,1
MOH-3,Light kasavu,Mohiniyattam,5,630.00,3000.00,1
MOH-2,Light kasavu,Mohiniyattam,5,630.00,3000.00,1
MOH-1,Light kasavu,Mohiniyattam,5,630.00,3000.00,1
MARGAM-6,Margam kali HSS,Margam Kali,5,630.00,2200.00,7
MARGAM-5,Margam kali  LP,Margam Kali,5,630.00,2200.00,7
MARGAM-4,Margam kali,Margam Kali,5,630.00,2200.00,7
MARGAM-3,Margam Kali,Margam Kali,5,420.00,2200.00,7
MARGAM-2,Margam Kali,Margam Kali,5,420.00,2200.00,7
MARGAM-1,Margam Kali,Margam Kali,5,420.00,2200.00,7
KERANAD-24,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-23,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-22,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-21,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-20,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-19,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-18,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-17,Red Thick Gold Border,Kerala Nadanam,5,1600.00,3500.00,1
KERANAD-16,Vadamulla Kasavu LP,Kerala Nadanam,5,530.00,2500.00,1
KERANAD-15,Vadamulla Kasavu LP,Kerala Nadanam,5,530.00,2500.00,1
KERANAD-14,Gold Border,Kerala Nadanam,5,1300.00,2800.00,1
KERANAD-13,Gold Border,Kerala Nadanam,5,1300.00,2800.00,1
KERANAD-12,Gold Border,Kerala Nadanam,5,1300.00,2800.00,1
KERANAD-11,Gold Border,Kerala Nadanam,5,1300.00,2800.00,1
KERANAD-10,Gold Border,Kerala Nadanam,5,1300.00,2800.00,1
KERANAD-9,Gold Border,Kerala Nadanam,5,1300.00,2800.00,1
KERANAD-8,Green Border,Kerala Nadanam,5,1050.00,3100.00,1
KERANAD-7,Red Border,Kerala Nadanam,5,370.00,2500.00,1
KERANAD-6,Red Border,Kerala Nadanam,5,370.00,2500.00,1
KERANAD-5,Red Border,Kerala Nadanam,5,370.00,2500.00,1
KERANAD-4,Blue Border,Kerala Nadanam,5,370.00,2500.00,1
KERANAD-3,Blue Border,Kerala Nadanam,5,370.00,2500.00,1
KERANAD-2,Blue Border,Kerala Nadanam,5,370.00,2500.00,1
KERANAD-1,Blue Border,Kerala Nadanam,5,370.00,2500.00,1
KAT-17,Majenta net,Katak,5,370.00,1100.00,7
KAT-16,Red full set,Katak,5,370.00,1100.00,8
KAT-15,Majenta net,Katak,5,325.00,1100.00,8
KAT-14,Red anarkali,Katak,5,400.00,1100.00,8
KAT-13,Black/Red,Katak,5,225.00,1100.00,10
KAT-12,White net UP,Katak,5,175.00,1100.00,8
KAT-11,White net front sequence,Katak,5,260.00,1100.00,2
KAT-10,Copper sulphate blue/red design,Katak,5,325.00,1100.00,10
KAT-9,Peacock blue velvet HSS,Katak,5,325.00,1100.00,10
KAT-8,Majenta dot/Green border,Katak,5,225.00,1100.00,2
KAT-7,Majenta dot/offwhite border,Katak,5,225.00,1100.00,10
KAT-6,White/Red Large,Katak,5,290.00,1100.00,9
KAT-5,White net plain LP,Katak,5,180.00,1100.00,10
KAT-4,Merroon dot net Large,Katak,5,180.00,1100.00,9
KAT-3,Merron gold Large,Katak,5,225.00,1100.00,7
KAT-2,White net design UP,Katak,5,225.00,1100.00,7
KAT-1,Green/Black large,Katak,5,260.00,1100.00,12
FROC-11,Rainbow frock,Frock,5,260.00,450.00,8
FROC-10,Sky blue thattu frock,Frock,5,125.00,350.00,10
FROC-9,Majentanet Thattu frock,Frock,5,150.00,350.00,10
FROC-8,Pink/Yellow blue thattu frock,Frock,5,125.00,350.00,10
FROC-7,Royal Blue,Frock,5,125.00,350.00,10
FROC-6,Yellow/ Red thattu frock,Frock,5,125.00,350.00,9
FROC-5,Green dot net/Orange sequence,Frock,5,125.00,350.00,9
FROC-4,Pink,Frock,5,150.00,350.00,10
FROC-3,RED,Frock,5,150.00,350.00,11
FROC-2,WHITE/BLUE,Frock,5,125.00,350.00,7
FROC-1,YELLOW,Frock,5,125.00,350.00,11
WITCH-1,Black witch,Fancy dress,5,225.00,400.00,1
CAP-18,Convocation cap,Fancy dress,5,50.00,75.00,12
ROBE-1,Red velvet Robe & crown,Fancy dress,5,370.00,350.00,1
SKELET-1,Black Skeleton,Fancy dress,5,260.00,350.00,3
GHOST-1,White ghost,Fancy dress,5,260.00,350.00,3
FISH-2,Fish,Fancy dress,5,260.00,350.00,1
STARFISH-1,Star fish,Fancy dress,5,325.00,350.00,1
MINION-1,Minion Blue/ yellow,Fancy dress,5,225.00,350.00,1
APPLE-1,Apple,Fancy dress,5,180.00,350.00,1
HEN-1,Hen,Fancy dress,5,180.00,350.00,1
TOM-1,Tom,Fancy dress,5,180.00,350.00,2
JERRY-1,Jerry,Fancy dress,5,180.00,350.00,1
PANDA-1,Panda,Fancy dress,5,180.00,350.00,1
BLACAT-1,Black cat,Fancy dress,5,180.00,350.00,1
FOX-1,Fox,Fancy dress,5,180.00,350.00,1
PIKA-1,Pikachu,Fancy dress,5,180.00,350.00,1
MOTU-1,Motu,Fancy dress,5,180.00,350.00,1
ANT-1,Ant,Fancy dress,5,180.00,350.00,1
BRINJ-1,Brinjal,Fancy dress,5,225.00,350.00,1
MANGO-1,Mango,Fancy dress,5,175.00,350.00,2
BANAN-1,Banana,Fancy dress,5,175.00,350.00,1
ORAN-1,Orange,Fancy dress,5,175.00,350.00,1
GCHILLI-1,Green Chilli,Fancy dress,5,175.00,350.00,1
TOMATO-1,Tomato,Fancy dress,5,175.00,350.00,1
STRAW-1,Straw berry,Fancy dress,5,175.00,350.00,2
CABB-1,Cabbage,Fancy dress,5,180.00,350.00,1
LION-1,Lion,Fancy dress,5,175.00,350.00,1
YELBIRD-1,Yellow bird,Fancy dress,5,175.00,350.00,1
FISH-1,Fish,Fancy dress,5,175.00,350.00,1
DUCK-1,Duck,Fancy dress,5,175.00,350.00,1
PARRO-1,Parrot,Fancy dress,5,175.00,350.00,1
ELEPH-1,Elephant,Fancy dress,5,175.00,350.00,1
BLUEB-1,Blue bird,Fancy dress,5,175.00,350.00,1
DEER-1,Deer,Fancy dress,5,175.00,350.00,1
FROG-1,Frog,Fancy dress,5,175.00,350.00,1
MONK-1,Monkey,Fancy dress,5,175.00,350.00,1
DOG-1,Dog,Fancy dress,5,175.00,350.00,2
BGOAT-1,Black goat,Fancy dress,5,175.00,350.00,1
ANGRY-1,Angry bird,Fancy dress,5,175.00,350.00,1
BBEAR-1,Brown bear,Fancy dress,5,175.00,350.00,1
SHEEP-1,Sheep white goat,Fancy dress,5,175.00,350.00,1
MICKEY-1,Mickey mouse,Fancy dress,5,175.00,350.00,1
DONK-1,Donkey,Fancy dress,5,175.00,350.00,1
GOAT-1,Goat,Fancy dress,5,175.00,350.00,1
TREECOST-1,Tree costume,Fancy dress,5,175.00,350.00,1
BAL-1,Bal Ganesh,Fancy dress,5,175.00,350.00,1
CHOTA-1,Chotta bheem,Fancy dress,5,175.00,350.00,1
RAT-1,Rat,Fancy dress,5,175.00,350.00,3
CHUT-1,Chutki,Fancy dress,5,175.00,350.00,1
TIG-1,Tiger,Fancy dress,5,175.00,350.00,1
GIR-1,Giraffe,Fancy dress,5,175.00,350.00,2
RAB-1,Rabbit,Fancy dress,5,175.00,350.00,2
DORA-1,Doraman,Fancy dress,5,175.00,350.00,1
VAMAN,Vamanan,Fancy dress,5,470.00,350.00,15
DEVI-1,Mahalekshmi devi dress,Fancy dress,5,1050.00,1500.00,5
GOD-1,"Krishna,muruga,,ayyappan vishnu",Fancy dress,5,800.00,350.00,20
MAVBIG,Maveli big with kuda,Fancy dress,5,1150.00,4000.00,18
MAVSMA,Maveli small with kuda,Fancy dress,5,900.00,3500.00,11
FANCY-133,Tiger costume adult,Fancy dress,5,470.00,350.00,15
FANCY-132,Tiger costume Medium,Fancy dress,5,420.00,350.00,5
FANCY-131,Tiger costume kids,Fancy dress,5,370.00,350.00,21
FANCY-129,Green satin overall for TREE,Fancy dress,5,150.00,350.00,8
FANCY-128,Yellow saree,Fancy dress,5,250.00,350.00,1
FANCY-127,Rajasthani boy,Fancy dress,5,325.00,350.00,7
FANCY-126,Captain America,Fancy dress,5,250.00,350.00,1
FANCY-125,Bagath singh white,Fancy dress,5,250.00,350.00,3
FANCY-15A,Militry Adult,Fancy dress,5,325.00,350.00,11
FANCY-15M,Militry Medium,Fancy dress,5,325.00,350.00,11
FANCY-77,Pambatti,Fancy dress,5,470.00,350.00,2
FANCY-76,Punjabi Girl,Fancy dress,5,420.00,350.00,4
FANCY-112,Tree,Fancy dress,5,175.00,350.00,1
FANCY-74,"Sivan Costume( Jada wig,Rudraksha set,snake.Chandr",Fancy dress,5,470.00,350.00,16
FANCY-73,Shakuntala,Fancy dress,5,420.00,350.00,10
FANCY-72,Spider Man 3D Small,Fancy dress,5,175.00,350.00,3
FANCY-71,Super Man,Fancy dress,5,175.00,350.00,2
FANCY-70,Super Girl,Fancy dress,5,175.00,350.00,1
FANCY-69,Blue spider girl,Fancy dress,5,175.00,350.00,1
FANCY-68,Spider man 3D Large,Fancy dress,5,325.00,350.00,7
FANCY-67,Iron Man 3D,Fancy dress,5,325.00,350.00,3
FANCY-66,Punjabi Girl,Fancy dress,5,370.00,350.00,1
FANCY-65,Rajasthani Boy,Fancy dress,5,325.00,350.00,2
FANCY-64,Elsa,Fancy dress,5,420.00,350.00,1
FANCY-63,Rabindra nath Tagore,Fancy dress,5,325.00,350.00,2
FANCY-62,ATM,Fancy dress,5,225.00,350.00,1
FANCY-61,Indira gandhi,Fancy dress,5,325.00,350.00,2
FANCY-60,Mother Teresa,Fancy dress,5,225.00,350.00,4
FANCY-59,Tripura Girl,Fancy dress,5,400.00,350.00,1
FANCY-58,Manipuri Girl,Fancy dress,5,400.00,350.00,1
FANCY-57,Traffic light,Fancy dress,5,225.00,350.00,1
FANCY-56,Arab head wrap & scarf,Fancy dress,5,260.00,350.00,1
FANCY-55,Joker,Fancy dress,5,325.00,350.00,15
FANCY-54,Jooba type Red/Orange,Fancy dress,5,260.00,350.00,1
FANCY-53,Gaoan girl,Fancy dress,5,290.00,350.00,1
FANCY-52,Goan Boy,Fancy dress,5,225.00,350.00,1
FANCY-51,"Christian King Back drop, Crown",Fancy dress,5,250.00,350.00,1
FANCY-50,"Devi Costume(crown, wig, long chain,Necklace,Belt,",Fancy dress,5,1050.00,1700.00,1
FANCY-49,"Baharath matha(crown, wig, long chain, Necklace, B",Fancy dress,5,800.00,350.00,4
FANCY-48,Kashmiri Girl,Fancy dress,5,370.00,350.00,1
FANCY-47,Assamese Girl,Fancy dress,5,325.00,350.00,1
FANCY-46,Assamese Boy,Fancy dress,5,250.00,350.00,1
FANCY-45,Japanese Boy,Fancy dress,5,250.00,350.00,1
FANCY-44,Japanese Girl,Fancy dress,5,250.00,350.00,1
FANCY-43,Bengali Boy,Fancy dress,5,260.00,350.00,1
FANCY-42,Chinese girl,Fancy dress,5,350.00,350.00,1
FANCY-41,Chinese boy,Fancy dress,5,250.00,350.00,1
FANCY-40,Soldier costume,Fancy dress,5,225.00,350.00,1
FANCY-39,Nagaland girl,Fancy dress,5,370.00,350.00,2
FANCY-38,Nagaland Boy,Fancy dress,5,290.00,350.00,1
FANCY-37,Mizoram girl,Fancy dress,5,250.00,350.00,1
FANCY-36,Gandhiji,Fancy dress,5,260.00,350.00,15
FANCY-35,Nehru chachagi,Fancy dress,5,325.00,350.00,7
FANCY-34,Priest father,Fancy dress,5,325.00,350.00,1
FANCY-33,Nun sister,Fancy dress,5,370.00,350.00,3
FANCY-32,Skelton gown,Fancy dress,5,260.00,350.00,1
FANCY-31,Halowee gown slit in hand,Fancy dress,5,225.00,350.00,2
FANCY-30,Halloween gown,Fancy dress,5,225.00,350.00,1
FANCY-29,Halloweencoat gold lace boder,Fancy dress,5,175.00,350.00,1
FANCY-28,Halloween coat,Fancy dress,5,150.00,350.00,5
FANCY-27,Asronaut Gold-1.white-1 silver-2,Fancy dress,5,325.00,350.00,4
FANCY-26,Alladin,Fancy dress,5,30.00,350.00,2
FANCY-25,Subash Chandra bose,Fancy dress,5,290.00,350.00,1
FANCY-24,King Costume,Fancy dress,5,325.00,350.00,2
FANCY-23,Teacher Saree,Fancy dress,5,225.00,350.00,2
FANCY-22,Onapottan,Fancy dress,5,1050.00,4000.00,1
FANCY-21,Ardha nareeshawaran,Fancy dress,5,1050.00,3500.00,2
FANCY-20,Jhansi Rani,Fancy dress,5,470.00,600.00,22
FANCY-19,Navy,Fancy dress,5,325.00,400.00,1
FANCY-18,Harry Poter with stick,Fancy dress,5,325.00,400.00,2
FANCY-17,Nurse,Fancy dress,5,290.00,350.00,3
FANCY-16,Doctor coat and stethescope,Fancy dress,5,180.00,350.00,1
FANCY-15,Militry small,Fancy dress,5,325.00,350.00,17
FANCY-14,Police,Fancy dress,5,325.00,350.00,1
FANCY-13,Abdul kalam,Fancy dress,5,370.00,350.00,2
FANCY-12,Sarojini Naidu,Fancy dress,5,260.00,350.00,4
FANCY-11,Ambedkar with diary,Fancy dress,5,290.00,350.00,3
FANCY-10,Buterfly wing cloth,Fancy dress,5,150.00,350.00,2
FANCY-9,Charllie Chaplin,Fancy dress,5,260.00,350.00,2
FANCY-8,Harry Potter,Fancy dress,5,370.00,350.00,2
FANCY-7,Narendra Modi (Coat & Wig),Fancy dress,5,290.00,350.00,2
FANCY-6,Fire man with extinguisher,Fancy dress,5,370.00,350.00,2
FANCY-5,Air hostess,Fancy dress,5,290.00,350.00,2
FANCY-4,Chef,Fancy dress,5,290.00,350.00,1
FANCY-3,British police red cap,Fancy dress,5,290.00,350.00,2
FANCY-2,Britis police black cap,Fancy dress,5,260.00,350.00,2
FANCY-1,Post man,Fancy dress,5,290.00,350.00,2
CINE-42,Red velvet myme dress,Cinematic,5,530.00,1500.00,10
CINE-41,Blue oant Blue Seq top,Cinematic,5,370.00,1500.00,10
CINE-40,Black apple cloth dhothi pant  with green black bl,Cinematic,5,325.00,1500.00,8
CINE-39,Black apple cloth dhothi pant red border balck blo,Cinematic,5,325.00,1500.00,13
CINE-38,Yellow full sleeve top orange/blue patiyala,Cinematic,5,325.00,1500.00,8
CINE-37,Silver top green seq shorts pant,Cinematic,5,260.00,1500.00,1
CINE-36,Orange top & pant satin,Cinematic,5,225.00,1500.00,8
CINE-35,Black green top & pant for boys,Cinematic,5,325.00,1500.00,1
CINE-34,Long chudi top pant sleevless jacket turban kerchi,Cinematic,5,470.00,1500.00,16
CINE-33,Long chudi top & Patiyala pant satin,Cinematic,5,290.00,1500.00,8
CINE-32,Black tikky dhothi pant & kids top,Cinematic,5,225.00,1500.00,5
CINE-31,Ping seq top/silver pant,Cinematic,5,325.00,1500.00,11
CINE-30,Red shimmer pant top,Cinematic,5,350.00,1500.00,10
CINE-29,Pink shirt blue trouser tie,Cinematic,5,260.00,1500.00,5
CINE-28,Pink shirt blue trouser tie,Cinematic,5,325.00,1500.00,10
CINE-27,Red velvet black work top pant,Cinematic,5,370.00,1500.00,10
CINE-26,Offwhite shimmer cloth pant top,Cinematic,5,370.00,1500.00,12
CINE-25,Silver seq pant/Gold seq sleeveless top,Cinematic,5,325.00,1500.00,12
CINE-24,Gold seq pant/Gold top,Cinematic,5,290.00,1500.00,11
CINE-23,Pant/ TopRed white dot/Red top,Cinematic,5,225.00,1500.00,5
CINE-22,PANT/TOPOrange net blue stripes pant,Cinematic,5,180.00,1500.00,4
CINE-21,PANT/TOPKilipacha punjabi pant/ Top,Cinematic,5,225.00,1500.00,5
CINE-20,PANT/TOPWhite pant/ white seq top,Cinematic,5,175.00,1500.00,1
CINE-19,PANT/TOPGold dhothi pant/Majenta seq top,Cinematic,5,180.00,1500.00,12
CINE-18,PANT/TOPYellow seq/ blue overcoat,Cinematic,5,175.00,1500.00,1
CINE-17,PANT/TOPYellow red half & half joker pant,Cinematic,5,260.00,1500.00,14
CINE-16,PANT/TOPBlueshimmer cloth pant/top,Cinematic,5,370.00,1500.00,10
CINE-15,PANT/TOPYellow/ white seq top,Cinematic,5,225.00,1500.00,6
CINE-14,PANT/TOPPeacock blue/Majenta sequence,Cinematic,5,225.00,1500.00,7
CINE-13,PANT/TOPBlue top/ Yellow pant,Cinematic,5,225.00,1500.00,10
CINE-12,PANT/TOPKilipacha blue seq top/Blue net pant,Cinematic,5,260.00,1500.00,5
CINE-11,PANT/TOPGold green red pant/ sleevless top,Cinematic,5,225.00,1500.00,1
CINE-10,PANT/TOPRed/white dot shirt/black pant,Cinematic,5,225.00,1500.00,8
CINE-9,PANT/TOPRed pant/ black seq top,Cinematic,5,250.00,1500.00,10
CINE-8,SHIRT GREEN,Cinematic,5,125.00,1500.00,4
CINE-7,SHIRT BLACK,Cinematic,5,125.00,1500.00,5
CINE-6,SHIRT RED,Cinematic,5,125.00,1500.00,9
CINE-5,SHIRT PINK,Cinematic,5,125.00,1500.00,4
CINE-4,PANT/SHIRTBLUE/WBITE,Cinematic,5,325.00,1500.00,6
CINE-3,PANT/SHIRTBLACK.RED,Cinematic,5,370.00,1500.00,15
CINE-2,RAJASTANI BOYSRED,Cinematic,5,325.00,1500.00,1
CINE-1,RAJASTANI BOYSORANGE,Cinematic,5,325.00,1500.00,12
CCT-36,Majenta Seq,Chest coat,5,125.00,300.00,12
CCT-35,Red Seq ,Chest coat,5,125.00,300.00,12
CCT-34,Vadamulla chest coat,Chest coat,5,80.00,300.00,4
CCT-33,Wine colour velvet,Chest coat,5,125.00,300.00,5
CCT-32,Purple chest coat,Chest coat,5,80.00,300.00,8
CCT-31,Baby pink SEq,Chest coat,5,80.00,300.00,10
CCT-30,Kilipacha Seq,Chest coat,5,80.00,300.00,5
CCT-29,Violet Sequence,Chest coat,5,125.00,300.00,8
CCT-28,Purple velvet sequence,Chest coat,5,125.00,300.00,5
CCT-27,Majenta thick small sequence,Chest coat,5,125.00,300.00,4
CCT-26,Gold big seq,Chest coat,5,80.00,300.00,9
CCT-25,Multi colour,Chest coat,5,80.00,300.00,10
CCT-24,Gold small seq,Chest coat,5,80.00,300.00,3
CCT-23,Copper suplhate full diamond seq,Chest coat,5,80.00,300.00,5
CCT-22,Copper sulphate centre diamond,Chest coat,5,80.00,300.00,9
CCT-21,Copper sulphate blue small seq,Chest coat,5,80.00,300.00,10
CCT-20,Black majenta tikky,Chest coat,5,80.00,300.00,2
CCT-19,Black/Blue leaf design,Chest coat,5,80.00,300.00,8
CCT-17,Black gold flower design,Chest coat,5,80.00,300.00,10
CCT-16,Blue big seq,Chest coat,5,80.00,300.00,11
CCT-15,Blue small seq,Chest coat,5,80.00,300.00,8
CCT-14,Majenta zig zag design,Chest coat,5,80.00,300.00,9
CCT-13,Green silver diamond,Chest coat,5,80.00,300.00,10
CCT-12,Green small seq,Chest coat,5,80.00,300.00,8
CCT-11,Green big seq,Chest coat,5,80.00,300.00,12
CCT-10,Majenta small seq,Chest coat,5,80.00,300.00,9
CCT-9,Majenta big seq,Chest coat,5,80.00,300.00,13
CCT-8,Red gold mix centre,Chest coat,5,80.00,300.00,9
CCT-7,Red big seq,Chest coat,5,80.00,300.00,12
CCT-6,Red small seq,Chest coat,5,80.00,300.00,12
CCT-5,Orange gold round sequence,Chest coat,5,80.00,300.00,12
CCT-4,Black longsequence,Chest coat,5,80.00,300.00,14
CCT-3,Black round seq/Silver sequence,Chest coat,5,80.00,300.00,8
CCT-2,Black gold sequence,Chest coat,5,80.00,300.00,7
CCT-1,Black round tikky,Chest coat,5,80.00,300.00,29
BHN-38/64,Mehandi green & majenta,Bharathanattyam,5,840.00,3200.00,1
BHN-38/7,Blue/Majenta Beeding Type,Bharathanattyam,5,530.00,2500.00,1
BHN-38/14,Blue/Red Beeding type,Bharathanattyam,5,530.00,2500.00,1
BHN-38/63,Green Marroon saree,Bharathanattyam,5,1260.00,3500.00,1
BHN-36/9,Red Gold,Bharathanattyam,5,530.00,2500.00,1
BHN-24/14,Red Gold,Bharathanattyam,5,530.00,2500.00,1
BHN-24/13,Kilipacha Red,Bharathanattyam,5,530.00,2500.00,1
BHN-24/12,Dark Green Majenta,Bharathanattyam,5,530.00,2500.00,1
BHN-24/11,Skyblue /Majenta,Bharathanattyam,5,840.00,3200.00,1
BHN-32/9,Orange-Majenta,Bharathanattyam,5,470.00,2500.00,1
BHN-32/13,Chenkal colour / violet very old,Bharathanattyam,5,325.00,2500.00,1
BHN-36/5,Vadamally Light Orange,Bharathanattyam,5,370.00,2500.00,1
BHN-36/54,Yello/Red Brocaed green,Bharathanattyam,5,1600.00,3500.00,1
BHN-35/6,Orange/Vadamulla,Bharathanattyam,5,1260.00,3500.00,1
BHN-34/22,Red Gold old,Bharathanattyam,5,470.00,2500.00,1
BHN-30/14,Bottle green dot/Purple,Bharathanattyam,5,1350.00,3500.00,1
BHN-30/13,Navy Blue dot Majenta,Bharathanattyam,5,1350.00,3500.00,1
BHN-32/28,Chilli Red green + KH parts,Bharathanattyam,5,1600.00,3500.00,1
BHN-32/27,Merron dark green + KH parts,Bharathanattyam,5,1600.00,3500.00,1
BHN-37/5,Viloet and Merroon,Bharathanattyam,5,1600.00,3500.00,1
BHN-37/3,Ink Blue,Bharathanattyam,5,840.00,3200.00,1
BHN-34/36,Royal blue Majenta + KH parts,Bharathanattyam,5,1600.00,3500.00,1
BHN-34/35,kIilipacha Purple,Bharathanattyam,5,1350.00,3500.00,1
BHN-34/34,Wine Offwhite,Bharathanattyam,5,680.00,3200.00,1
BHN-36/14,Red Blue Green,Bharathanattyam,5,530.00,2500.00,1
BHN-42/4,Brown/ Surf blue,Bharathanattyam,5,630.00,3200.00,1
BHN-42/3,Dark green/ Pink,Bharathanattyam,5,630.00,3200.00,1
BHN-42/2,Red/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-42/1,Peacock green/ Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-40/50,Bottle Green/Merroon Saree KH,Bharathanattyam,5,1600.00,3500.00,1
BHN-40/49,Saree model pink blue,Bharathanattyam,5,840.00,3200.00,1
BHN-40/48,Red check,Bharathanattyam,5,1050.00,3500.00,1
BHN-40/47,Brown/ Surf blue,Bharathanattyam,5,800.00,3200.00,1
BHN-40/46,Brown/ Sulphate blue,Bharathanattyam,5,800.00,3200.00,1
BHN-40/45,Dark blue/ Green,Bharathanattyam,5,840.00,3200.00,1
BHN-40/44,Black/ Pink,Bharathanattyam,5,840.00,3200.00,1
BHN-40/43,Black/ Pink,Bharathanattyam,5,840.00,3200.00,1
BHN-40/42,Orange/ Red,Bharathanattyam,5,840.00,3200.00,1
BHN-40/41,Black/ Red,Bharathanattyam,5,800.00,3200.00,1
BHN-40/40,Black/ Red,Bharathanattyam,5,800.00,3200.00,1
BHN-40/39,Dark Orange/ Merroon,Bharathanattyam,5,800.00,3200.00,1
BHN-40/38,Peacock blue/Majenta,Bharathanattyam,5,750.00,3200.00,1
BHN-40/37,Dark green/Piink,Bharathanattyam,5,680.00,3200.00,1
BHN-40/36,Pista green Grape,Bharathanattyam,5,680.00,3200.00,1
BHN-40/35,Pista green Grape,Bharathanattyam,5,680.00,3200.00,1
BHN-40/34,Black/ Yellow,Bharathanattyam,5,630.00,3200.00,1
BHN-40/33,Black/ Red,Bharathanattyam,5,630.00,3200.00,1
BHN-40/32,Dark green/ Pink,Bharathanattyam,5,630.00,3200.00,1
BHN-40/31,Violet/ Orange,Bharathanattyam,5,630.00,3200.00,1
BHN-40/30,Blue/ Merroon,Bharathanattyam,5,630.00,3200.00,1
BHN-40/29,Red/ Gold,Bharathanattyam,5,580.00,2500.00,1
BHN-40/28,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-40/26,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-40/25,yellow/ Blue brocade,Bharathanattyam,5,530.00,2500.00,1
BHN-40/24,yellow/ Blue brocade,Bharathanattyam,5,530.00,2500.00,1
BHN-40/23,Orange/ Green,Bharathanattyam,5,530.00,2500.00,1
BHN-40/22,Blue/Pink brocade,Bharathanattyam,5,530.00,2500.00,1
BHN-40/21,Red/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-40/20,Red/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-40/19,Ink blue,Bharathanattyam,5,530.00,2500.00,1
BHN-40/18,Dark green/ Majenta,Bharathanattyam,5,530.00,2500.00,1
BHN-40/17,Light green/ Violet brocade,Bharathanattyam,5,470.00,2500.00,1
BHN-40/16,Orange/ Majenta,Bharathanattyam,5,470.00,2500.00,1
BHN-40/15,Orange/ Majenta,Bharathanattyam,5,470.00,2500.00,1
BHN-40/14,Merroon/ Yellow,Bharathanattyam,5,470.00,2500.00,1
BHN-40/13,Wine/Check,Bharathanattyam,5,420.00,2500.00,1
BHN-40/10,Green/Gold,Bharathanattyam,5,470.00,2500.00,1
BHN-40/9,Black/Pink,Bharathanattyam,5,470.00,2500.00,1
BHN-40/6,Yellow check green,Bharathanattyam,5,420.00,2500.00,1
BHN-40/5,Vadamallu/Light orange,Bharathanattyam,5,420.00,2500.00,1
BHN-40/4,Orange/Peacock gress,Bharathanattyam,5,420.00,2500.00,1
BHN-40/3,Peacock green/Orange brocade,Bharathanattyam,5,420.00,2500.00,1
BHN-40/2,Violet gold sunfleet,Bharathanattyam,5,420.00,2500.00,1
BHN-40/1,Pista gree/ dark pink,Bharathanattyam,5,420.00,2500.00,1
BHN-38/62,Blue Majenta saree KH,Bharathanattyam,5,750.00,3200.00,1
BHN-38/61,Voiolet check,Bharathanattyam,5,750.00,3200.00,1
BHN-38/60,Yellow dot/ Green,Bharathanattyam,5,750.00,3200.00,1
BHN-38/59,Kanakabaram/ Wine,Bharathanattyam,5,750.00,3200.00,1
BHN-38/58,Kankambaram/ green,Bharathanattyam,5,750.00,3200.00,1
BHN-38/57,Brown/ Surf blue,Bharathanattyam,5,680.00,3200.00,1
BHN-38/56,Brown/ Surf blue,Bharathanattyam,5,680.00,3200.00,1
BHN-38/55,Brown/ Surf blue,Bharathanattyam,5,680.00,3200.00,1
BHN-38/54,Brown/ Surf blue,Bharathanattyam,5,680.00,3200.00,1
BHN-38/53,Brown/ Surf blue,Bharathanattyam,5,680.00,3200.00,1
BHN-38/52,Coffe brown/ Green saree,Bharathanattyam,5,680.00,3200.00,1
BHN-38/50,Mehandi green/ Blue,Bharathanattyam,5,750.00,3200.00,1
BHN-38/49,Black/ Pink,Bharathanattyam,5,750.00,3200.00,1
BHN-38/48,Black/ Light green,Bharathanattyam,5,750.00,3200.00,1
BHN-38/47,Dark red saree,Bharathanattyam,5,630.00,3200.00,1
BHN-38/46,Onion colour/ Violet,Bharathanattyam,5,630.00,3200.00,1
BHN-38/45,Black/ Red,Bharathanattyam,5,630.00,3200.00,1
BHN-38/43,Bottle green/ Merron gold,Bharathanattyam,5,630.00,3200.00,1
BHN-38/42,Kilipacha/ Pink,Bharathanattyam,5,580.00,2500.00,1
BHN-38/41,Green/ Orange KH,Bharathanattyam,5,630.00,3200.00,1
